bookingStatus,status1Day,status1Month,status1Week,status2Days,labels,travelClass
140,55.0,44.0,52.0,41.076940084015035,0,3
83,26.0,40.13770644335892,42.39598732840549,41.076940084015035,0,1
83,26.0,40.13770644335892,42.39598732840549,41.076940084015035,0,1
93,55.0,40.13770644335892,42.39598732840549,41.076940084015035,0,5
128,63.0,40.13770644335892,42.39598732840549,41.076940084015035,0,3
90,41.1812942532521,68.0,42.39598732840549,41.076940084015035,0,3
90,41.1812942532521,68.0,42.39598732840549,41.076940084015035,0,3
150,41.1812942532521,40.13770644335892,42.39598732840549,86.0,0,3
8,41.1812942532521,40.13770644335892,42.39598732840549,36.0,1,3
2,41.1812942532521,2.0,42.39598732840549,41.076940084015035,0,1
43,41.1812942532521,40.13770644335892,28.0,41.076940084015035,0,1
36,41.1812942532521,40.13770644335892,6.0,13.0,0,3
